article,date,sales
7,2015-05-12,636
7,2015-05-13,571
7,2015-05-14,634
7,2015-05-15,675
7,2015-05-16,823
7,2015-05-17,766
7,2015-05-18,546
7,2015-05-19,592
7,2015-05-20,601
7,2015-05-21,661
7,2015-05-22,672
7,2015-05-23,775
7,2015-05-24,796
7,2015-05-25,535
7,2015-05-26,593
7,2015-05-27,595
7,2015-05-28,661
7,2015-05-29,726
7,2015-05-30,760
7,2015-05-31,774
7,2015-06-01,560
7,2015-06-02,651
7,2015-06-03,632
7,2015-06-04,689
7,2015-06-05,772
7,2015-06-06,777
7,2015-06-07,828
7,2015-06-08,537
7,2015-06-09,669
7,2015-06-10,667
7,2015-06-11,682
7,2015-06-12,767
7,2015-06-13,820
7,2015-06-14,846
7,2015-06-15,528
7,2015-06-16,674
7,2015-06-17,670
7,2015-06-18,734
7,2015-06-19,758
7,2015-06-20,805
7,2015-06-21,849
7,2015-06-22,545
7,2015-06-23,677
7,2015-06-24,659
7,2015-06-25,654
7,2015-06-26,764
7,2015-06-27,820
7,2015-06-28,842
7,2015-06-29,614
7,2015-06-30,674
7,2015-07-01,689
7,2015-07-02,697
7,2015-07-03,785
7,2015-07-04,904
7,2015-07-05,900
7,2015-07-06,598
7,2015-07-07,712
7,2015-07-08,667
7,2015-07-09,712
7,2015-07-10,819
7,2015-07-11,809
7,2015-07-12,906
7,2015-07-13,596
7,2015-07-14,688
7,2015-07-15,679
7,2015-07-16,772
7,2015-07-17,820
7,2015-07-18,877
7,2015-07-19,880
7,2015-07-20,593
7,2015-07-21,687
7,2015-07-22,663
7,2015-07-23,735
7,2015-07-24,807
7,2015-07-25,869
7,2015-07-26,857
7,2015-07-27,577
7,2015-07-28,668
7,2015-07-29,696
7,2015-07-30,737
7,2015-07-31,777
7,2015-08-01,804
7,2015-08-02,812
7,2015-08-03,533
7,2015-08-04,603
7,2015-08-05,643
7,2015-08-06,704
7,2015-08-07,699
7,2015-08-08,713
7,2015-08-09,798
7,2015-08-10,510
7,2015-08-11,625
7,2015-08-12,581
7,2015-08-13,661
7,2015-08-14,681
7,2015-08-15,723
7,2015-08-16,795
7,2015-08-17,545
7,2015-08-18,616
7,2015-08-19,605
7,2015-08-20,629
7,2015-08-21,746
7,2015-08-22,744
7,2015-08-23,748
7,2015-08-24,507
7,2015-08-25,655
7,2015-08-26,617
7,2015-08-27,654
7,2015-08-28,708
7,2015-08-29,750
7,2015-08-30,810
7,2015-08-31,566
7,2015-09-01,572
7,2015-09-02,607
7,2015-09-03,621
7,2015-09-04,635
7,2015-09-05,705
7,2015-09-06,683
7,2015-09-07,458
7,2015-09-08,573
7,2015-09-09,600
7,2015-09-10,632
7,2015-09-11,662
7,2015-09-12,680
7,2015-09-13,725
7,2015-09-14,480
7,2015-09-15,580
7,2015-09-16,593
7,2015-09-17,619
7,2015-09-18,660
7,2015-09-19,709
7,2015-09-20,720
7,2015-09-21,494
7,2015-09-22,570
7,2015-09-23,555
7,2015-09-24,579
7,2015-09-25,643
7,2015-09-26,741
7,2015-09-27,729
7,2015-09-28,492
7,2015-09-29,572
7,2015-09-30,562
7,2015-10-01,568
7,2015-10-02,588
7,2015-10-03,654
7,2015-10-04,692
7,2015-10-05,439
7,2015-10-06,515
7,2015-10-07,546
7,2015-10-08,592
7,2015-10-09,638
7,2015-10-10,674
7,2015-10-11,624
7,2015-10-12,481
7,2015-10-13,583
7,2015-10-14,516
7,2015-10-15,631
7,2015-10-16,638
7,2015-10-17,617
7,2015-10-18,703
7,2015-10-19,487
7,2015-10-20,514
7,2015-10-21,524
7,2015-10-22,576
7,2015-10-23,579
7,2015-10-24,627
7,2015-10-25,671
7,2015-10-26,424
7,2015-10-27,550
7,2015-10-28,521
7,2015-10-29,570
7,2015-10-30,558
7,2015-10-31,655
7,2015-11-01,744
7,2015-11-02,462
7,2015-11-03,526
7,2015-11-04,620
7,2015-11-05,622
7,2015-11-06,675
7,2015-11-07,685
7,2015-11-08,698
7,2015-11-09,474
7,2015-11-10,576
7,2015-11-11,589
7,2015-11-12,614
7,2015-11-13,619
7,2015-11-14,698
7,2015-11-15,711
7,2015-11-16,501
7,2015-11-17,615
7,2015-11-18,584
7,2015-11-19,601
7,2015-11-20,657
7,2015-11-21,675
7,2015-11-22,688
7,2015-11-23,515
7,2015-11-24,559
7,2015-11-25,584
7,2015-11-26,630
7,2015-11-27,649
7,2015-11-28,655
7,2015-11-29,739
7,2015-11-30,495
7,2015-12-01,417
7,2015-12-02,404
7,2015-12-03,452
7,2015-12-04,502
7,2015-12-05,526
7,2015-12-06,517
7,2015-12-07,313
7,2015-12-08,387
7,2015-12-09,418
7,2015-12-10,462
7,2015-12-11,468
7,2015-12-12,511
7,2015-12-13,470
7,2015-12-14,331
7,2015-12-15,425
7,2015-12-16,428
7,2015-12-17,456
7,2015-12-18,465
7,2015-12-19,479
7,2015-12-20,537
7,2015-12-21,370
7,2015-12-22,425
7,2015-12-23,395
7,2015-12-24,426
7,2015-12-25,421
7,2015-12-26,487
7,2015-12-27,521
7,2015-12-28,336
7,2015-12-29,427
7,2015-12-30,393
7,2015-12-31,426
7,2016-01-01,421
7,2016-01-02,486
7,2016-01-03,528
7,2016-01-04,306
7,2016-01-05,384
7,2016-01-06,416
7,2016-01-07,402
7,2016-01-08,457
7,2016-01-09,456
7,2016-01-10,496
7,2016-01-11,326
7,2016-01-12,406
7,2016-01-13,372
7,2016-01-14,418
7,2016-01-15,468
7,2016-01-16,475
7,2016-01-17,488
7,2016-01-18,342
7,2016-01-19,402
7,2016-01-20,397
7,2016-01-21,441
7,2016-01-22,444
7,2016-01-23,494
7,2016-01-24,535
7,2016-01-25,342
7,2016-01-26,415
7,2016-01-27,405
7,2016-01-28,447
7,2016-01-29,448
7,2016-01-30,446
7,2016-01-31,506
7,2016-02-01,403
7,2016-02-02,435
7,2016-02-03,427
7,2016-02-04,456
7,2016-02-05,469
7,2016-02-06,541
7,2016-02-07,558
7,2016-02-08,381
7,2016-02-09,440
7,2016-02-10,407
7,2016-02-11,435
7,2016-02-12,493
7,2016-02-13,547
7,2016-02-14,610
7,2016-02-15,362
7,2016-02-16,435
7,2016-02-17,444
7,2016-02-18,466
7,2016-02-19,479
7,2016-02-20,559
7,2016-02-21,569
7,2016-02-22,389
7,2016-02-23,404
7,2016-02-24,458
7,2016-02-25,514
7,2016-02-26,529
7,2016-02-27,559
7,2016-02-28,595
7,2016-02-29,432
7,2016-03-01,517
7,2016-03-02,523
7,2016-03-03,546
7,2016-03-04,616
7,2016-03-05,629
7,2016-03-06,686
7,2016-03-07,399
7,2016-03-08,527
7,2016-03-09,498
7,2016-03-10,561
7,2016-03-11,593
7,2016-03-12,673
7,2016-03-13,688
7,2016-03-14,470
7,2016-03-15,554
7,2016-03-16,485
7,2016-03-17,617
7,2016-03-18,599
7,2016-03-19,634
7,2016-03-20,674
7,2016-03-21,440
7,2016-03-22,570
7,2016-03-23,583
7,2016-03-24,575
7,2016-03-25,637
7,2016-03-26,608
7,2016-03-27,641
7,2016-03-28,420
7,2016-03-29,534
7,2016-03-30,557
7,2016-03-31,574
7,2016-04-01,773
7,2016-04-02,741
7,2016-04-03,818
7,2016-04-04,509
7,2016-04-05,618
7,2016-04-06,661
7,2016-04-07,690
7,2016-04-08,723
7,2016-04-09,741
7,2016-04-10,873
7,2016-04-11,568
7,2016-04-12,634
7,2016-04-13,638
7,2016-04-14,666
7,2016-04-15,690
7,2016-04-16,694
7,2016-04-17,841
7,2016-04-18,508
7,2016-04-19,672
7,2016-04-20,617
7,2016-04-21,657
7,2016-04-22,722
7,2016-04-23,674
7,2016-04-24,857
7,2016-04-25,553
7,2016-04-26,633
7,2016-04-27,635
7,2016-04-28,631
7,2016-04-29,728
7,2016-04-30,745
7,2016-05-01,874
7,2016-05-02,553
7,2016-05-03,647
7,2016-05-04,646
7,2016-05-05,784
7,2016-05-06,767
7,2016-05-07,759
7,2016-05-08,835
7,2016-05-09,548
7,2016-05-10,684
7,2016-05-11,634
7,2016-05-12,695
7,2016-05-13,798
7,2016-05-14,843
7,2016-05-15,826
7,2016-05-16,544
7,2016-05-17,657
7,2016-05-18,694
7,2016-05-19,730
7,2016-05-20,758
7,2016-05-21,750
7,2016-05-22,860
7,2016-05-23,574
7,2016-05-24,673
7,2016-05-25,668
7,2016-05-26,701
7,2016-05-27,795
7,2016-05-28,779
7,2016-05-29,853
7,2016-05-30,550
7,2016-05-31,618
7,2016-06-01,728
7,2016-06-02,774
7,2016-06-03,773
7,2016-06-04,863
7,2016-06-05,947
7,2016-06-06,583
7,2016-06-07,733
7,2016-06-08,705
7,2016-06-09,769
7,2016-06-10,822
7,2016-06-11,868
7,2016-06-12,920
7,2016-06-13,600
7,2016-06-14,701
7,2016-06-15,677
7,2016-06-16,834
7,2016-06-17,827
7,2016-06-18,797
7,2016-06-19,886
7,2016-06-20,608
7,2016-06-21,692
7,2016-06-22,731
7,2016-06-23,776
7,2016-06-24,860
7,2016-06-25,851
7,2016-06-26,884
7,2016-06-27,626
7,2016-06-28,747
7,2016-06-29,721
7,2016-06-30,768
7,2016-07-01,850
7,2016-07-02,898
7,2016-07-03,947
7,2016-07-04,606
7,2016-07-05,733
7,2016-07-06,750
7,2016-07-07,807
7,2016-07-08,865
7,2016-07-09,909
7,2016-07-10,958
7,2016-07-11,645
7,2016-07-12,745
7,2016-07-13,774
7,2016-07-14,864
7,2016-07-15,843
7,2016-07-16,886
7,2016-07-17,977
7,2016-07-18,650
7,2016-07-19,762
7,2016-07-20,723
7,2016-07-21,837
7,2016-07-22,879
7,2016-07-23,879
7,2016-07-24,1014
7,2016-07-25,657
7,2016-07-26,800
7,2016-07-27,760
7,2016-07-28,837
7,2016-07-29,825
7,2016-07-30,900
7,2016-07-31,1012
7,2016-08-01,568
7,2016-08-02,704
7,2016-08-03,698
7,2016-08-04,712
7,2016-08-05,728
7,2016-08-06,825
7,2016-08-07,840
7,2016-08-08,568
7,2016-08-09,667
7,2016-08-10,655
7,2016-08-11,696
7,2016-08-12,735
7,2016-08-13,824
7,2016-08-14,888
7,2016-08-15,566
7,2016-08-16,643
7,2016-08-17,629
7,2016-08-18,674
7,2016-08-19,750
7,2016-08-20,818
7,2016-08-21,861
7,2016-08-22,630
7,2016-08-23,657
7,2016-08-24,629
7,2016-08-25,713
7,2016-08-26,742
7,2016-08-27,793
7,2016-08-28,858
7,2016-08-29,585
7,2016-08-30,726
7,2016-08-31,670
7,2016-09-01,694
7,2016-09-02,738
7,2016-09-03,736
7,2016-09-04,796
7,2016-09-05,564
7,2016-09-06,601
7,2016-09-07,558
7,2016-09-08,674
7,2016-09-09,701
7,2016-09-10,703
7,2016-09-11,754
7,2016-09-12,523
7,2016-09-13,582
7,2016-09-14,619
7,2016-09-15,660
7,2016-09-16,690
7,2016-09-17,710
7,2016-09-18,823
7,2016-09-19,543
7,2016-09-20,607
7,2016-09-21,617
7,2016-09-22,641
7,2016-09-23,706
7,2016-09-24,746
7,2016-09-25,779
7,2016-09-26,512
7,2016-09-27,608
7,2016-09-28,581
7,2016-09-29,691
7,2016-09-30,712
7,2016-10-01,702
7,2016-10-02,695
7,2016-10-03,497
7,2016-10-04,576
7,2016-10-05,633
7,2016-10-06,617
7,2016-10-07,648
7,2016-10-08,699
7,2016-10-09,738
7,2016-10-10,518
7,2016-10-11,606
7,2016-10-12,517
7,2016-10-13,620
7,2016-10-14,670
7,2016-10-15,697
7,2016-10-16,686
7,2016-10-17,463
7,2016-10-18,576
7,2016-10-19,585
7,2016-10-20,581
7,2016-10-21,659
7,2016-10-22,671
7,2016-10-23,740
7,2016-10-24,489
7,2016-10-25,593
7,2016-10-26,560
7,2016-10-27,622
7,2016-10-28,708
7,2016-10-29,737
7,2016-10-30,755
7,2016-10-31,512
7,2016-11-01,590
7,2016-11-02,592
7,2016-11-03,652
7,2016-11-04,636
7,2016-11-05,724
7,2016-11-06,853
7,2016-11-07,536
7,2016-11-08,618
7,2016-11-09,595
7,2016-11-10,619
7,2016-11-11,725
7,2016-11-12,744
7,2016-11-13,808
7,2016-11-14,540
7,2016-11-15,618
7,2016-11-16,610
7,2016-11-17,696
7,2016-11-18,705
7,2016-11-19,733
7,2016-11-20,788
7,2016-11-21,526
7,2016-11-22,615
7,2016-11-23,628
7,2016-11-24,682
7,2016-11-25,685
7,2016-11-26,746
7,2016-11-27,767
7,2016-11-28,517
7,2016-11-29,625
7,2016-11-30,647
7,2016-12-01,428
7,2016-12-02,487
7,2016-12-03,523
7,2016-12-04,605
7,2016-12-05,368
7,2016-12-06,439
7,2016-12-07,464
7,2016-12-08,450
7,2016-12-09,527
7,2016-12-10,546
7,2016-12-11,568
7,2016-12-12,395
7,2016-12-13,433
7,2016-12-14,450
7,2016-12-15,533
7,2016-12-16,517
7,2016-12-17,520
7,2016-12-18,573
7,2016-12-19,359
7,2016-12-20,445
7,2016-12-21,442
7,2016-12-22,447
7,2016-12-23,465
7,2016-12-24,546
7,2016-12-25,595
7,2016-12-26,383
7,2016-12-27,438
7,2016-12-28,443
7,2016-12-29,449
7,2016-12-30,490
7,2016-12-31,515
7,2017-01-01,508
7,2017-01-02,356
7,2017-01-03,433
7,2017-01-04,397
7,2017-01-05,453
7,2017-01-06,481
7,2017-01-07,489
7,2017-01-08,574
7,2017-01-09,322
7,2017-01-10,398
7,2017-01-11,419
7,2017-01-12,425
7,2017-01-13,477
7,2017-01-14,509
7,2017-01-15,538
7,2017-01-16,347
7,2017-01-17,429
7,2017-01-18,418
7,2017-01-19,428
7,2017-01-20,472
7,2017-01-21,500
7,2017-01-22,552
7,2017-01-23,330
7,2017-01-24,437
7,2017-01-25,430
7,2017-01-26,440
7,2017-01-27,479
7,2017-01-28,485
7,2017-01-29,503
7,2017-01-30,356
7,2017-01-31,388
7,2017-02-01,488
7,2017-02-02,480
7,2017-02-03,555
7,2017-02-04,532
7,2017-02-05,555
7,2017-02-06,397
7,2017-02-07,464
7,2017-02-08,422
7,2017-02-09,495
7,2017-02-10,500
7,2017-02-11,551
7,2017-02-12,568
7,2017-02-13,398
7,2017-02-14,466
7,2017-02-15,453
7,2017-02-16,471
7,2017-02-17,521
7,2017-02-18,562
7,2017-02-19,613
7,2017-02-20,415
7,2017-02-21,464
7,2017-02-22,453
7,2017-02-23,551
7,2017-02-24,525
7,2017-02-25,548
7,2017-02-26,635
7,2017-02-27,352
7,2017-02-28,458
7,2017-03-01,544
7,2017-03-02,601
7,2017-03-03,630
7,2017-03-04,657
7,2017-03-05,685
7,2017-03-06,497
7,2017-03-07,494
7,2017-03-08,563
7,2017-03-09,610
7,2017-03-10,644
7,2017-03-11,668
7,2017-03-12,677
7,2017-03-13,449
7,2017-03-14,595
7,2017-03-15,553
7,2017-03-16,620
7,2017-03-17,657
7,2017-03-18,630
7,2017-03-19,715
7,2017-03-20,462
7,2017-03-21,560
7,2017-03-22,532
7,2017-03-23,559
7,2017-03-24,606
7,2017-03-25,671
7,2017-03-26,680
7,2017-03-27,467
7,2017-03-28,552
7,2017-03-29,567
7,2017-03-30,550
7,2017-03-31,605
7,2017-04-01,767
7,2017-04-02,774
7,2017-04-03,569
7,2017-04-04,611
7,2017-04-05,629
7,2017-04-06,672
7,2017-04-07,763
7,2017-04-08,821
7,2017-04-09,810
7,2017-04-10,538
7,2017-04-11,611
7,2017-04-12,622
7,2017-04-13,662
7,2017-04-14,734
7,2017-04-15,769
7,2017-04-16,813
7,2017-04-17,567
7,2017-04-18,654
7,2017-04-19,613
7,2017-04-20,750
7,2017-04-21,695
7,2017-04-22,791
7,2017-04-23,799
7,2017-04-24,570
7,2017-04-25,609
7,2017-04-26,609
7,2017-04-27,709
7,2017-04-28,813
7,2017-04-29,768
7,2017-04-30,835
7,2017-05-01,606
7,2017-05-02,725
7,2017-05-03,616
7,2017-05-04,743
7,2017-05-05,770
7,2017-05-06,833
7,2017-05-07,873
7,2017-05-08,634
7,2017-05-09,678
7,2017-05-10,743
7,2017-05-11,778
7,2017-05-12,817
7,2017-05-13,840
7,2017-05-14,875
7,2017-05-15,548
7,2017-05-16,649
7,2017-05-17,756
7,2017-05-18,740
7,2017-05-19,771
7,2017-05-20,835
7,2017-05-21,942
7,2017-05-22,612
7,2017-05-23,709
7,2017-05-24,700
7,2017-05-25,743
7,2017-05-26,778
7,2017-05-27,829
7,2017-05-28,863
7,2017-05-29,590
7,2017-05-30,636
7,2017-05-31,674
7,2017-06-01,843
7,2017-06-02,829
7,2017-06-03,901
7,2017-06-04,934
7,2017-06-05,658
7,2017-06-06,753
7,2017-06-07,754
7,2017-06-08,780
7,2017-06-09,814
7,2017-06-10,878
7,2017-06-11,925
7,2017-06-12,579
7,2017-06-13,741
7,2017-06-14,770
7,2017-06-15,753
7,2017-06-16,840
7,2017-06-17,944
7,2017-06-18,945
7,2017-06-19,632
7,2017-06-20,737
7,2017-06-21,716
7,2017-06-22,793
7,2017-06-23,805
7,2017-06-24,878
7,2017-06-25,961
7,2017-06-26,629
7,2017-06-27,710
7,2017-06-28,725
7,2017-06-29,787
7,2017-06-30,795
7,2017-07-01,956
7,2017-07-02,1009
7,2017-07-03,682
7,2017-07-04,804
7,2017-07-05,798
7,2017-07-06,860
7,2017-07-07,886
7,2017-07-08,981
7,2017-07-09,989
7,2017-07-10,682
7,2017-07-11,792
7,2017-07-12,776
7,2017-07-13,830
7,2017-07-14,904
7,2017-07-15,947
7,2017-07-16,971
7,2017-07-17,693
7,2017-07-18,757
7,2017-07-19,772
7,2017-07-20,885
7,2017-07-21,832
7,2017-07-22,1004
7,2017-07-23,990
7,2017-07-24,658
7,2017-07-25,782
7,2017-07-26,771
7,2017-07-27,820
7,2017-07-28,878
7,2017-07-29,963
7,2017-07-30,1018
7,2017-07-31,704
7,2017-08-01,662
7,2017-08-02,737
7,2017-08-03,711
7,2017-08-04,778
7,2017-08-05,827
7,2017-08-06,836
7,2017-08-07,585
7,2017-08-08,695
7,2017-08-09,676
7,2017-08-10,703
7,2017-08-11,795
7,2017-08-12,798
7,2017-08-13,870
7,2017-08-14,613
7,2017-08-15,693
7,2017-08-16,666
7,2017-08-17,711
7,2017-08-18,814
7,2017-08-19,789
7,2017-08-20,922
7,2017-08-21,580
7,2017-08-22,710
7,2017-08-23,691
7,2017-08-24,765
7,2017-08-25,753
7,2017-08-26,842
7,2017-08-27,888
7,2017-08-28,568
7,2017-08-29,677
7,2017-08-30,732
7,2017-08-31,744
7,2017-09-01,720
7,2017-09-02,805
7,2017-09-03,789
7,2017-09-04,572
7,2017-09-05,586
7,2017-09-06,612
7,2017-09-07,701
7,2017-09-08,749
7,2017-09-09,789
7,2017-09-10,855
7,2017-09-11,538
7,2017-09-12,681
7,2017-09-13,681
7,2017-09-14,690
7,2017-09-15,691
7,2017-09-16,811
7,2017-09-17,841
7,2017-09-18,501
7,2017-09-19,620
7,2017-09-20,643
7,2017-09-21,652
7,2017-09-22,740
7,2017-09-23,762
7,2017-09-24,778
7,2017-09-25,556
7,2017-09-26,673
7,2017-09-27,608
7,2017-09-28,703
7,2017-09-29,691
7,2017-09-30,791
7,2017-10-01,763
7,2017-10-02,522
7,2017-10-03,610
7,2017-10-04,601
7,2017-10-05,660
7,2017-10-06,659
7,2017-10-07,691
7,2017-10-08,769
7,2017-10-09,513
7,2017-10-10,555
7,2017-10-11,584
7,2017-10-12,637
7,2017-10-13,684
7,2017-10-14,752
7,2017-10-15,743
7,2017-10-16,555
7,2017-10-17,618
7,2017-10-18,563
7,2017-10-19,626
7,2017-10-20,703
7,2017-10-21,791
7,2017-10-22,771
7,2017-10-23,534
7,2017-10-24,623
7,2017-10-25,575
7,2017-10-26,654
7,2017-10-27,659
7,2017-10-28,710
7,2017-10-29,724
7,2017-10-30,533
7,2017-10-31,643
7,2017-11-01,595
7,2017-11-02,666
7,2017-11-03,745
7,2017-11-04,771
7,2017-11-05,881
7,2017-11-06,536
7,2017-11-07,645
7,2017-11-08,657
7,2017-11-09,721
7,2017-11-10,730
7,2017-11-11,790
7,2017-11-12,786
7,2017-11-13,538
7,2017-11-14,617
7,2017-11-15,670
7,2017-11-16,672
7,2017-11-17,731
7,2017-11-18,785
7,2017-11-19,828
7,2017-11-20,551
7,2017-11-21,625
7,2017-11-22,665
7,2017-11-23,710
7,2017-11-24,766
7,2017-11-25,791
7,2017-11-26,826
7,2017-11-27,553
7,2017-11-28,606
7,2017-11-29,653
7,2017-11-30,650
7,2017-12-01,511
7,2017-12-02,528
7,2017-12-03,592
7,2017-12-04,392
7,2017-12-05,442
7,2017-12-06,476
7,2017-12-07,467
7,2017-12-08,530
7,2017-12-09,595
7,2017-12-10,602
7,2017-12-11,410
7,2017-12-12,460
7,2017-12-13,462
7,2017-12-14,484
7,2017-12-15,493
7,2017-12-16,538
7,2017-12-17,553
7,2017-12-18,391
7,2017-12-19,460
7,2017-12-20,451
7,2017-12-21,549
7,2017-12-22,506
7,2017-12-23,537
7,2017-12-24,604
7,2017-12-25,370
7,2017-12-26,463
7,2017-12-27,457
7,2017-12-28,499
7,2017-12-29,532
7,2017-12-30,609
7,2017-12-31,610
8,2013-01-01,416
8,2013-01-02,386
8,2013-01-03,398
8,2013-01-04,430
8,2013-01-05,481
8,2013-01-06,521
8,2013-01-07,346
8,2013-01-08,375
8,2013-01-09,424
8,2013-01-10,431
8,2013-01-11,478
8,2013-01-12,514
8,2013-01-13,571
8,2013-01-14,337
8,2013-01-15,410
8,2013-01-16,438
8,2013-01-17,437
8,2013-01-18,463
8,2013-01-19,451
8,2013-01-20,537
8,2013-01-21,355
8,2013-01-22,395
8,2013-01-23,420
8,2013-01-24,461
8,2013-01-25,433
8,2013-01-26,495
8,2013-01-27,497
8,2013-01-28,352
8,2013-01-29,410
8,2013-01-30,409
8,2013-01-31,438
8,2013-02-01,521
8,2013-02-02,570
8,2013-02-03,578
8,2013-02-04,379
8,2013-02-05,436
8,2013-02-06,429
8,2013-02-07,463
8,2013-02-08,489
8,2013-02-09,565
8,2013-02-10,577
8,2013-02-11,371
8,2013-02-12,442
8,2013-02-13,423
8,2013-02-14,463
8,2013-02-15,488
8,2013-02-16,538
8,2013-02-17,567
8,2013-02-18,399
8,2013-02-19,463
8,2013-02-20,420
8,2013-02-21,506
8,2013-02-22,535
8,2013-02-23,538
8,2013-02-24,598
8,2013-02-25,380
8,2013-02-26,446
8,2013-02-27,445
8,2013-02-28,449
8,2013-03-01,624
8,2013-03-02,638
8,2013-03-03,698
8,2013-03-04,453
8,2013-03-05,503
8,2013-03-06,585
8,2013-03-07,582
8,2013-03-08,605
8,2013-03-09,670
8,2013-03-10,627
8,2013-03-11,402
8,2013-03-12,530
8,2013-03-13,550
8,2013-03-14,556
8,2013-03-15,592
8,2013-03-16,672
8,2013-03-17,699
8,2013-03-18,454
8,2013-03-19,528
8,2013-03-20,564
8,2013-03-21,611
8,2013-03-22,577
8,2013-03-23,678
8,2013-03-24,685
8,2013-03-25,453
8,2013-03-26,509
8,2013-03-27,539
8,2013-03-28,619
8,2013-03-29,660
8,2013-03-30,630
8,2013-03-31,708
8,2013-04-01,548
8,2013-04-02,615
8,2013-04-03,621
8,2013-04-04,688
8,2013-04-05,667
8,2013-04-06,778
8,2013-04-07,796
8,2013-04-08,495
8,2013-04-09,620
8,2013-04-10,645
8,2013-04-11,683
8,2013-04-12,714
8,2013-04-13,758
8,2013-04-14,831
8,2013-04-15,515
8,2013-04-16,587
8,2013-04-17,631
8,2013-04-18,721
8,2013-04-19,727
8,2013-04-20,743
8,2013-04-21,795
8,2013-04-22,543
8,2013-04-23,609
8,2013-04-24,650
8,2013-04-25,643
8,2013-04-26,770
8,2013-04-27,752
8,2013-04-28,771
8,2013-04-29,563
8,2013-04-30,599
8,2013-05-01,693
8,2013-05-02,696
8,2013-05-03,739
8,2013-05-04,828
8,2013-05-05,839
8,2013-05-06,537
8,2013-05-07,675
8,2013-05-08,671
8,2013-05-09,688
8,2013-05-10,783
8,2013-05-11,870
8,2013-05-12,856
8,2013-05-13,533
8,2013-05-14,687
8,2013-05-15,668
8,2013-05-16,713
8,2013-05-17,768
8,2013-05-18,836
8,2013-05-19,888
8,2013-05-20,591
8,2013-05-21,656
8,2013-05-22,681
8,2013-05-23,694
8,2013-05-24,761
8,2013-05-25,792
8,2013-05-26,891
8,2013-05-27,556
8,2013-05-28,638
8,2013-05-29,711
8,2013-05-30,757
8,2013-05-31,723
8,2013-06-01,881
8,2013-06-02,939
8,2013-06-03,595
8,2013-06-04,660
8,2013-06-05,714
8,2013-06-06,758
8,2013-06-07,867
8,2013-06-08,870
8,2013-06-09,919
8,2013-06-10,612
8,2013-06-11,752
8,2013-06-12,741
8,2013-06-13,743
8,2013-06-14,888
8,2013-06-15,873
8,2013-06-16,913
8,2013-06-17,615
8,2013-06-18,706
8,2013-06-19,714
8,2013-06-20,797
8,2013-06-21,844
8,2013-06-22,806
8,2013-06-23,890
8,2013-06-24,605
8,2013-06-25,680
8,2013-06-26,729
8,2013-06-27,726
8,2013-06-28,758
8,2013-06-29,840
8,2013-06-30,936
8,2013-07-01,623
8,2013-07-02,774
8,2013-07-03,760
8,2013-07-04,814
8,2013-07-05,866
8,2013-07-06,928
8,2013-07-07,966
8,2013-07-08,657
8,2013-07-09,715
8,2013-07-10,699
8,2013-07-11,771
8,2013-07-12,922
8,2013-07-13,980
8,2013-07-14,1011
8,2013-07-15,628
8,2013-07-16,761
8,2013-07-17,703
8,2013-07-18,771
8,2013-07-19,863
8,2013-07-20,891
8,2013-07-21,960
8,2013-07-22,628
8,2013-07-23,791
8,2013-07-24,787
8,2013-07-25,808
8,2013-07-26,847
8,2013-07-27,894
8,2013-07-28,1019
8,2013-07-29,684
8,2013-07-30,735
8,2013-07-31,760
8,2013-08-01,740
8,2013-08-02,740
8,2013-08-03,839
8,2013-08-04,833
8,2013-08-05,513
8,2013-08-06,636
8,2013-08-07,655
8,2013-08-08,693
8,2013-08-09,748
8,2013-08-10,768
8,2013-08-11,838
8,2013-08-12,588
8,2013-08-13,700
8,2013-08-14,716
8,2013-08-15,730
8,2013-08-16,815
8,2013-08-17,834
8,2013-08-18,856
8,2013-08-19,547
8,2013-08-20,678
8,2013-08-21,650
8,2013-08-22,703
8,2013-08-23,744
8,2013-08-24,776
8,2013-08-25,873
8,2013-08-26,526
8,2013-08-27,661
8,2013-08-28,683
8,2013-08-29,693
8,2013-08-30,759
8,2013-08-31,833
8,2013-09-01,810
8,2013-09-02,519
8,2013-09-03,632
8,2013-09-04,601
8,2013-09-05,646
8,2013-09-06,664
8,2013-09-07,761
8,2013-09-08,797
8,2013-09-09,510
8,2013-09-10,621
8,2013-09-11,640
8,2013-09-12,692
8,2013-09-13,764
8,2013-09-14,766
8,2013-09-15,785
8,2013-09-16,572
8,2013-09-17,604
8,2013-09-18,630
8,2013-09-19,676
8,2013-09-20,677
8,2013-09-21,789
8,2013-09-22,787
8,2013-09-23,541
8,2013-09-24,667
8,2013-09-25,618
8,2013-09-26,646
8,2013-09-27,749
8,2013-09-28,754
8,2013-09-29,795
8,2013-09-30,508
8,2013-10-01,590
8,2013-10-02,558
8,2013-10-03,629
8,2013-10-04,617
8,2013-10-05,689
8,2013-10-06,722
8,2013-10-07,483
8,2013-10-08,550
8,2013-10-09,564
8,2013-10-10,663
8,2013-10-11,676
8,2013-10-12,676
8,2013-10-13,729
8,2013-10-14,511
8,2013-10-15,573
8,2013-10-16,586
8,2013-10-17,605
8,2013-10-18,619
8,2013-10-19,735
8,2013-10-20,744
8,2013-10-21,460
8,2013-10-22,595
8,2013-10-23,555
8,2013-10-24,615
8,2013-10-25,700
8,2013-10-26,709
8,2013-10-27,794
8,2013-10-28,514
8,2013-10-29,607
8,2013-10-30,649
8,2013-10-31,601
8,2013-11-01,725
8,2013-11-02,757
